canonical_smi,scaffold,scaffold_group,in_train,in_test
CC(C)(C)c1ccc(-n2c(-c3ccc(-c4ccc(S(=O)(=O)c5ccc(-c6ccc(-n7c8ccccc8c8ccccc87)cc6)cc5)cc4)cc3)nc3c4ccccc4c4ccccc4c32)cc1,O=S(=O)(c1ccc(-c2ccc(-c3nc4c5ccccc5c5ccccc5c4n3-c3ccccc3)cc2)cc1)c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,O=S(=O)(c1ccc(-c2ccc(-c3nc4c5ccccc5c5ccccc5c4n3-c3ccccc3)cc2)cc1)c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,True,False
CC1c2cc(-c3cccc(C(=C(C#N)c4ccc(Br)cc4)c4ccccc4)c3)ccc2-c2ccc(-c3cccc(C(=C(C#N)c4ccc(Br)cc4)c4ccccc4)c3)cc21,C(=C(c1ccccc1)c1cccc(-c2ccc3c(c2)Cc2cc(-c4cccc(C(=Cc5ccccc5)c5ccccc5)c4)ccc2-3)c1)c1ccccc1,C(=C(c1ccccc1)c1cccc(-c2ccc3c(c2)Cc2cc(-c4cccc(C(=Cc5ccccc5)c5ccccc5)c4)ccc2-3)c1)c1ccccc1,False,True
C=C1C(O)C2OC3(CCC2OC1C(O)CC(C)C1CC2(CCCOC2)COC1C)CCC(C)(C=CC(C)C1CC(C)=CC2(O1)OC(C)(CC(C)(O)C(=O)O)CCC2O)O3.[K],C=C1CC2OC3(CCC(C=CCC4CC=CC5(CCCCO5)O4)O3)CCC2OC1CCCC1COCC2(CCCOC2)C1,C=C1CC2OC3(CCC(C=CCC4CC=CC5(CCCCO5)O4)O3)CCC2OC1CCCC1COCC2(CCCOC2)C1,False,True
C=CC(C)=C[C@@]1(C)SC(O)=C(C)C1=O,O=C1C=CSC1,O=C1C=CSC1,True,False
CCCO,,acyclic_5190,True,False
[Cl-].[NH3+]Cc1c2ccccc2cc2ccccc12,c1ccc2cc3ccccc3cc2c1,c1ccc2cc3ccccc3cc2c1,False,True
CC#N,,acyclic_5192,True,False
CCCCCCC,,acyclic_5193,True,False
COC(=O)[C](C)C,,acyclic_5194,True,False
C=CCl,,acyclic_5195,True,False
O=P1(N(CCCl)CCCl)NCCCO1,O=[PH]1NCCCO1,O=[PH]1NCCCO1,True,False
[Zn][I]I,,acyclic_5197,True,False
[GaH2][I][I]I,,acyclic_5198,True,False
O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12.[Na+].[Na+],O=c1ccc2c(-c3ccccc3)c3ccccc3oc-2c1,O=c1ccc2c(-c3ccccc3)c3ccccc3oc-2c1,True,False
Cc1cc2nc3c(C)c(N)ccc3[n+](-c3ccccc3)c2cc1N.[Cl-],c1ccc(-[n+]2c3ccccc3nc3ccccc32)cc1,c1ccc(-[n+]2c3ccccc3nc3ccccc32)cc1,True,False
O=C(O)CS,,acyclic_5201,False,True
NC(CS)C(=O)O,,acyclic_5202,True,False
O=C(O)CCS,,acyclic_5203,True,False
CPN[I]Cl,,acyclic_5204,True,False
CCCCCC(N)=O,,acyclic_5205,True,False
CCCCCCNC(=O)CCCCC(N)=O,,acyclic_5206,True,False
[Cl].[Cl].c1ccc(-n2c[n+](-c3ccccc3)[n+](-c3ccc(-c4ccc(-n5n[n+](-c6ccccc6)c[n+]5-c5ccccc5)cc4)cc3)n2)cc1,c1ccc(-n2c[n+](-c3ccccc3)[n+](-c3ccc(-c4ccc(-n5n[n+](-c6ccccc6)c[n+]5-c5ccccc5)cc4)cc3)n2)cc1,c1ccc(-n2c[n+](-c3ccccc3)[n+](-c3ccc(-c4ccc(-n5n[n+](-c6ccccc6)c[n+]5-c5ccccc5)cc4)cc3)n2)cc1,True,False
c1ccc(N(Cc2cc(CN(c3ccccn3)c3ccccn3)c(CN(c3ccccn3)c3ccccn3)cc2CN(c2ccccn2)c2ccccn2)c2ccccn2)nc1,c1ccc(N(Cc2cc(CN(c3ccccn3)c3ccccn3)c(CN(c3ccccn3)c3ccccn3)cc2CN(c2ccccn2)c2ccccn2)c2ccccn2)nc1,c1ccc(N(Cc2cc(CN(c3ccccn3)c3ccccn3)c(CN(c3ccccn3)c3ccccn3)cc2CN(c2ccccn2)c2ccccn2)c2ccccn2)nc1,True,False
CC(C[N+](C)(C)C)OC(N)=O.[Cl-],,acyclic_5209,True,False
Cc1cc(C2=C(c3cc(C)sc3C)C(=O)C([n+]3ccccc3)C2)c(C)s1.[Br-],O=C1C(c2ccsc2)=C(c2ccsc2)CC1[n+]1ccccc1,O=C1C(c2ccsc2)=C(c2ccsc2)CC1[n+]1ccccc1,True,False
Cc1cc(C2=C(c3cc(C)sc3C)C(=O)C(=C[c-]3cccc3)C2)c(C)s1.[Fe+2].c1cc[cH-]c1,O=C1C(=C[c-]2cccc2)CC(c2ccsc2)=C1c1ccsc1.c1cc[cH-]c1,O=C1C(=C[c-]2cccc2)CC(c2ccsc2)=C1c1ccsc1.c1cc[cH-]c1,True,False
O=[N+]([O-])C(Cl)(Cl)Cl,,acyclic_5212,True,False
ClC(Cl)Cl,,acyclic_5213,False,True
C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[Br],,acyclic_5214,True,False
O=C(O)CN1C(=O)CSC1=S,O=C1CSC(=S)N1,O=C1CSC(=S)N1,True,False
CC(=N[Si](C)(C)C)O[Si](C)(C)C,,acyclic_5216,True,False
COO,,acyclic_5217,False,True
CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,,acyclic_5218,True,False
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Br-],,acyclic_5219,True,False
CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)CO)OC(=O)CCCCCCCCCCCCCCC,,acyclic_5220,False,True
ClC(Cl)(Cl)Cl,,acyclic_5221,True,False
PC=S,,acyclic_5222,True,False
CC(C)=CCCC(C)=CC=CC(C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C=CC=C(C)CCC=C(C)C,,acyclic_5223,True,False
CCCCCCCCCCO,,acyclic_5224,True,False
NC1C=C(C(=O)O)CCC1,C1=CCCCC1,C1=CCCCC1,False,True
N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-].[Na+],c1ccc(Oc2ccccc2)cc1,c1ccc(Oc2ccccc2)cc1,True,False
N[C@@H](CCC(=O)N[C@@H](CSc1cc(Br)cc(O)c1O)C(=O)NCC(=O)O)C(=O)O,c1ccccc1,c1ccccc1,False,True
CC=O,,acyclic_5228,True,False
O=S(=O)([O-])c1ccc(-c2c3nc(c(-c4ccc(S(=O)(=O)[O-])cc4)c4ccc([nH]4)c(-c4ccc(S(=O)(=O)[O-])cc4)c4nc(c(-c5ccc(S(=O)(=O)[O-])cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,True,False
CCSC(=N)N,,acyclic_5230,True,False
O.O=C1C=CC(=Nc2cc(Cl)c([O-])c(Cl)c2)C=C1.[Na+],O=C1C=CC(=Nc2ccccc2)C=C1,O=C1C=CC(=Nc2ccccc2)C=C1,True,False
O=C(O)C1=CC(=CC=[N+]2CCC[C@H]2C(=O)[O-])C[C@@H](C(=O)O)N1,C1=CC(=CC=[N+]2CCCC2)CCN1,C1=CC(=CC=[N+]2CCCC2)CCN1,False,True
C[I]I,,acyclic_5233,True,False
c1ccccc1,c1ccccc1,c1ccccc1,False,True
COc1cc(OC)c(OC)c(-[n+]2c(-c3ccccc3)cc(-c3ccccc3)cc2-c2ccccc2)c1OC,c1ccc(-c2cc(-c3ccccc3)[n+](-c3ccccc3)c(-c3ccccc3)c2)cc1,c1ccc(-c2cc(-c3ccccc3)[n+](-c3ccccc3)c(-c3ccccc3)c2)cc1,True,False
CCCCCCCCCCCC[N+](C)(C)C.[Cl-],,acyclic_5236,False,True
OCCS,,acyclic_5237,False,True
O=S(=O)([O-])c1ccc2c(-c3ccccc3)c3cc(S(=O)(=O)[O-])ccc3c(-c3ccccc3)c2c1,c1ccc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)cc1,c1ccc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)cc1,True,False
O=S(=O)([O-])c1ccc2c(-c3ccccc3)c3ccc(S(=O)(=O)[O-])cc3c(-c3ccccc3)c2c1,c1ccc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)cc1,c1ccc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)cc1,True,False
CC1=C(C=CCl)CC(Cl)C(C)(Cl)C1,C1=CCCCC1,C1=CCCCC1,False,True
NN1CCCCC1,C1CCNCC1,C1CCNCC1,True,False
CC1CCCCC1,C1CCCCC1,C1CCCCC1,True,False
CNC=O,,acyclic_5243,True,False
CC(C)=CCOP(=O)(O)OP(=O)(O)O,,acyclic_5244,True,False
CCOCC,,acyclic_5245,True,False
C[n+]1ccccc1C=Cc1ccccc1.[I-],C(=Cc1cccc[nH+]1)c1ccccc1,C(=Cc1cccc[nH+]1)c1ccccc1,True,False
NCCCN,,acyclic_5247,True,False
C[C@H](CCC(N)=O)[C@H]1CC[C@H]2[C@@H]3C(O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,C1CC[C@H]2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2C1,C1CC[C@H]2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2C1,True,False
[O]=[Mg].[O]=[Nb]12[O][Nb](=[O])([O]1)[O]2.[O]=[Pb].[O]=[Pb].[O]=[Pb],[O]=[Nb]12[O][Nb](=[O])([O]1)[O]2,[O]=[Nb]12[O][Nb](=[O])([O]1)[O]2,True,False
CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@]3(O)C(=O)C(C)=C[C@@H]23)[C@@H]2C(C)(C)[C@]12OC(C)=O,O=C1C=C[C@@H]2C1CC=C[C@@H]1C2CCC2C[C@H]21,O=C1C=C[C@@H]2C1CC=C[C@@H]1C2CCC2C[C@H]21,True,False
C=CCOC1CC(C)(C)NC(C)(C)C1,C1CCNCC1,C1CCNCC1,True,False
CCNc1cc2[o+]c3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c2cc1C.[Cl-],c1ccc(-c2c3ccccc3[o+]c3ccccc23)cc1,c1ccc(-c2c3ccccc3[o+]c3ccccc23)cc1,True,False
C[CH2][Hg+].O=P([O-])(O)O,,acyclic_5253,True,False
O=P1([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O1.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],O=[PH]1O[PH](=O)O[PH](=O)O[PH](=O)O[PH](=O)O[PH](=O)O1,O=[PH]1O[PH](=O)O[PH](=O)O[PH](=O)O[PH](=O)O[PH](=O)O1,True,False
NPOP,,acyclic_5255,True,False
NPOPOP,,acyclic_5256,True,False
P[P][Pt],,acyclic_5257,True,False
CP[I]SO,,acyclic_5258,False,True
CN(C)c1ccc([C+](c2ccccc2)c2ccc(N(C)C)cc2)cc1.[Cl-],c1ccc([C+](c2ccccc2)c2ccccc2)cc1,c1ccc([C+](c2ccccc2)c2ccccc2)cc1,True,False
CC1(C)C2=C(C=C(C#N)C#N)CCCN2c2ccccc21,C1=C2Cc3ccccc3N2CCC1,C1=C2Cc3ccccc3N2CCC1,True,False
CC1(C)C2=C(C=CC=C(C#N)C#N)CCCN2c2ccccc21,C1=C2Cc3ccccc3N2CCC1,C1=C2Cc3ccccc3N2CCC1,True,False
CC1(C)C2=C(C=CC=CC=C(C#N)C#N)CCCN2c2ccccc21,C1=C2Cc3ccccc3N2CCC1,C1=C2Cc3ccccc3N2CCC1,True,False
CCN1C(=O)C(=CC2=C3N(CCC2)c2ccccc2C3(C)C)C(=O)N(CC)C1=S,O=C1NC(=S)NC(=O)C1=CC1=C2Cc3ccccc3N2CCC1,O=C1NC(=S)NC(=O)C1=CC1=C2Cc3ccccc3N2CCC1,True,False
CCN1C(=O)C(=CC=CC2=C3N(CCC2)c2ccccc2C3(C)C)C(=O)N(CC)C1=S,O=C1NC(=S)NC(=O)C1=CC=CC1=C2Cc3ccccc3N2CCC1,O=C1NC(=S)NC(=O)C1=CC=CC1=C2Cc3ccccc3N2CCC1,True,False
CCN1C(=O)C(=CC=CC=CC2=C3N(CCC2)c2ccccc2C3(C)C)C(=O)N(CC)C1=S,O=C1NC(=S)NC(=O)C1=CC=CC=CC1=C2Cc3ccccc3N2CCC1,O=C1NC(=S)NC(=O)C1=CC=CC=CC1=C2Cc3ccccc3N2CCC1,True,False
[S][P][P][Ru],,acyclic_5266,True,False
NCCO,,acyclic_5267,True,False
CC12CCC(CC1)C2(C)C,C1CC2CCC1C2,C1CC2CCC1C2,True,False
CC1=NCCN1,C1=NCCN1,C1=NCCN1,False,True
c1cscn1,c1cscn1,c1cscn1,True,False
C[n+]1cnc2nc[nH]c2c1N,c1nc2nc[nH+]cc2[nH]1,c1nc2nc[nH+]cc2[nH]1,True,False
CCCCCCCCCCCCCCCCOP(=O)(O)OCC[N+](C)(C)C,,acyclic_5272,False,True
C=C(C)C(=O)OCCO,,acyclic_5273,True,False
C=C.C=CCC,,acyclic_5274,True,False
C[C@H]1[C@@H](O)[C@@H](O)[C@H](O)CN1C,C1CCNCC1,C1CCNCC1,True,False
C1=Cc2nc1c(-c1cccc3c1Cc1ccccc1-3)c1ccc([nH]1)c(-c1cccc3c1Cc1ccccc1-3)c1nc(c(-c3cccc4c3Cc3ccccc3-4)c3ccc([nH]3)c2-c2cccc3c2Cc2ccccc2-3)C=C1,C1=Cc2nc1c(-c1cccc3c1Cc1ccccc1-3)c1ccc([nH]1)c(-c1cccc3c1Cc1ccccc1-3)c1nc(c(-c3cccc4c3Cc3ccccc3-4)c3ccc([nH]3)c2-c2cccc3c2Cc2ccccc2-3)C=C1,C1=Cc2nc1c(-c1cccc3c1Cc1ccccc1-3)c1ccc([nH]1)c(-c1cccc3c1Cc1ccccc1-3)c1nc(c(-c3cccc4c3Cc3ccccc3-4)c3ccc([nH]3)c2-c2cccc3c2Cc2ccccc2-3)C=C1,True,False
CCCCCCCCCCCC,,acyclic_5277,True,False
IN[I][I]I,,acyclic_5278,True,False
Cc1ccc(S(=O)(=O)O)cc1.NC(N=O)=NNC=C1C=CC=CN1,C=C1C=CC=CN1.c1ccccc1,C=C1C=CC=CN1.c1ccccc1,False,True
CSC1=C(SC)SC(=c2c3ccccc3c(=C3SC(SC)=C(SC)S3)c3cc(C=CC=Cc4ccc([N+](=O)[O-])cc4)ccc23)S1,C(C=Cc1ccc2c(=C3SC=CS3)c3ccccc3c(=C3SC=CS3)c2c1)=Cc1ccccc1,C(C=Cc1ccc2c(=C3SC=CS3)c3ccccc3c(=C3SC=CS3)c2c1)=Cc1ccccc1,False,True
CSC1=C(SC)SC(=c2c3ccccc3c(=C3SC(SC)=C(SC)S3)c3cc(C=CC=CC=Cc4ccc([N+](=O)[O-])cc4)ccc23)S1,C(=CC=Cc1ccc2c(=C3SC=CS3)c3ccccc3c(=C3SC=CS3)c2c1)C=Cc1ccccc1,C(=CC=Cc1ccc2c(=C3SC=CS3)c3ccccc3c(=C3SC=CS3)c2c1)C=Cc1ccccc1,False,True
CSC1=C(SC)SC(=c2c3ccccc3c(=C3SC(SC)=C(SC)S3)c3cc(C=Cc4ccc(C=Cc5ccc([N+](=O)[O-])cc5)s4)ccc23)S1,C1=CSC(=c2c3ccccc3c(=C3SC=CS3)c3cc(C=Cc4ccc(C=Cc5ccccc5)s4)ccc23)S1,C1=CSC(=c2c3ccccc3c(=C3SC=CS3)c3cc(C=Cc4ccc(C=Cc5ccccc5)s4)ccc23)S1,True,False
CCCc1c(CCC)c(CCC)c2cc(-c3ccc(-c4ccc(-c5ccc6c(CCC)c(CCC)c(CCC)c(CCC)c6c5)s4)s3)ccc2c1CCC,c1ccc2cc(-c3ccc(-c4ccc(-c5ccc6ccccc6c5)s4)s3)ccc2c1,c1ccc2cc(-c3ccc(-c4ccc(-c5ccc6ccccc6c5)s4)s3)ccc2c1,True,False
N#Cc1cc(Cl)c(Cl)cc1C#N,c1ccccc1,c1ccccc1,False,True
C1COO1,C1COO1,C1COO1,True,False
CCC1=C(C)c2nc1cc1[nH]c(cc3nc(cc4[nH]c(c(C)c4CC)c2-c2cc(OC)cc(OC)c2)C(C)=C3CCC(=O)OC)c(CCC(=O)OC)c1C,C1=Cc2cc3ccc([nH]3)c(-c3ccccc3)c3nc(cc4ccc(cc1n2)[nH]4)C=C3,C1=Cc2cc3ccc([nH]3)c(-c3ccccc3)c3nc(cc4ccc(cc1n2)[nH]4)C=C3,True,False
CN(C)c1cccc2c(C#Cc3cccc4c(C#Cc5cccc6c(C#CC#Cc7cccc8c(C#Cc9cccc%10c(C#Cc%11cccc%12c(N(C)C)cccc%11%12)cccc9%10)cccc78)cccc56)cccc34)cccc12,C(C#Cc1cccc2c(C#Cc3cccc4c(C#Cc5cccc6ccccc56)cccc34)cccc12)#Cc1cccc2c(C#Cc3cccc4c(C#Cc5cccc6ccccc56)cccc34)cccc12,C(C#Cc1cccc2c(C#Cc3cccc4c(C#Cc5cccc6ccccc56)cccc34)cccc12)#Cc1cccc2c(C#Cc3cccc4c(C#Cc5cccc6ccccc56)cccc34)cccc12,True,False
CN(C)c1cccc2c(C#Cc3cccc4c(C#Cc5ccc(C#Cc6cccc7c(C#Cc8cccc9c(N(C)C)cccc89)cccc67)cc5)cccc34)cccc12,C(#Cc1cccc2c(C#Cc3cccc4ccccc34)cccc12)c1ccc(C#Cc2cccc3c(C#Cc4cccc5ccccc45)cccc23)cc1,C(#Cc1cccc2c(C#Cc3cccc4ccccc34)cccc12)c1ccc(C#Cc2cccc3c(C#Cc4cccc5ccccc45)cccc23)cc1,True,False
C=CC,,acyclic_5289,True,False
C#Cc1c(C#Cc2ccccc2C#Cc2ccc(C#Cc3ccccc3C#Cc3cc([Si](C)(C)C)cc([Si](C)(C)C)c3C#C)s2)cc([Si](C)(C)C)cc1[Si](C)(C)C,C(#Cc1ccccc1C#Cc1ccc(C#Cc2ccccc2C#Cc2ccccc2)s1)c1ccccc1,C(#Cc1ccccc1C#Cc1ccc(C#Cc2ccccc2C#Cc2ccccc2)s1)c1ccccc1,False,True
C[N+](C)(C)CCCNC(=O)c1cc(=O)c2ccccc2o1.[I-],O=c1ccoc2ccccc12,O=c1ccoc2ccccc12,False,True
COc1ccc2c(=O)cc(C(=O)NCCC[N+](C)(C)C)oc2c1.[I-],O=c1ccoc2ccccc12,O=c1ccoc2ccccc12,False,True
COc1ccc2oc(C(=O)NCCC[N+](C)(C)C)cc(=O)c2c1.[I-],O=c1ccoc2ccccc12,O=c1ccoc2ccccc12,False,True
COc1cccc2oc(C(=O)NCCC[N+](C)(C)C)cc(=O)c12.[I-],O=c1ccoc2ccccc12,O=c1ccoc2ccccc12,False,True
COc1ccc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(c(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)c5ccc2[nH]5)C=C4)C=C3)cc1,C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,True,False
FC1(F)C(c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2ccccc2-3)=C(c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2ccccc2-3)C(F)(F)C1(F)F,c1ccc2c(c1)-c1ccccc1C21c2ccccc2-c2ccc(C3=C(c4ccc5c(c4)C4(c6ccccc6-c6ccccc64)c4ccccc4-5)CCC3)cc21,c1ccc2c(c1)-c1ccccc1C21c2ccccc2-c2ccc(C3=C(c4ccc5c(c4)C4(c6ccccc6-c6ccccc64)c4ccccc4-5)CCC3)cc21,True,False
COC(=O)[C@H](CCCCN)NC(C)=O.Cl,,acyclic_5297,True,False
COC(=O)[C@H](CO)NC(=O)OC(C)(C)C,,acyclic_5298,False,True
CCn1c2ccc(C=Cc3ccc4c(c3)c3cc(N(c5ccccc5)c5cccc(C)c5)ccc3n4CC)cc2c2cc(N(c3ccccc3)c3cccc(C)c3)ccc21,C(=Cc1ccc2[nH]c3ccc(N(c4ccccc4)c4ccccc4)cc3c2c1)c1ccc2[nH]c3ccc(N(c4ccccc4)c4ccccc4)cc3c2c1,C(=Cc1ccc2[nH]c3ccc(N(c4ccccc4)c4ccccc4)cc3c2c1)c1ccc2[nH]c3ccc(N(c4ccccc4)c4ccccc4)cc3c2c1,True,False
CCn1c2ccc(C=Cc3ccc4c(c3)c3cc(N(c5ccccc5)c5cccc6ccccc56)ccc3n4CC)cc2c2cc(N(c3ccccc3)c3cccc4ccccc34)ccc21,C(=Cc1ccc2[nH]c3ccc(N(c4ccccc4)c4cccc5ccccc45)cc3c2c1)c1ccc2[nH]c3ccc(N(c4ccccc4)c4cccc5ccccc45)cc3c2c1,C(=Cc1ccc2[nH]c3ccc(N(c4ccccc4)c4cccc5ccccc45)cc3c2c1)c1ccc2[nH]c3ccc(N(c4ccccc4)c4cccc5ccccc45)cc3c2c1,True,False
CCn1c2ccc(C=Cc3ccc4c(c3)c3cc(N(c5ccccc5)c5ccc6ccc7cccc8ccc5c6c78)ccc3n4CC)cc2c2cc(N(c3ccccc3)c3ccc4ccc5cccc6ccc3c4c56)ccc21,C(=Cc1ccc2[nH]c3ccc(N(c4ccccc4)c4ccc5ccc6cccc7ccc4c5c67)cc3c2c1)c1ccc2[nH]c3ccc(N(c4ccccc4)c4ccc5ccc6cccc7ccc4c5c67)cc3c2c1,C(=Cc1ccc2[nH]c3ccc(N(c4ccccc4)c4ccc5ccc6cccc7ccc4c5c67)cc3c2c1)c1ccc2[nH]c3ccc(N(c4ccccc4)c4ccc5ccc6cccc7ccc4c5c67)cc3c2c1,True,False
COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](C(=O)c4ccc5ccc6cccc7ccc4c5c67)C[C@@H]4C[C@H](C(C)=O)CC[C@]4(C)[C@H]3C[C@H](C(=O)c3ccc4ccc5cccc6ccc3c4c56)[C@]12C,O=C(c1ccc2ccc3cccc4ccc1c2c34)[C@H]1C[C@@H]2C3CCCC[C@H]3C[C@@H](C(=O)c3ccc4ccc5cccc6ccc3c4c56)[C@H]2[C@@H]2CCCC12,O=C(c1ccc2ccc3cccc4ccc1c2c34)[C@H]1C[C@@H]2C3CCCC[C@H]3C[C@@H](C(=O)c3ccc4ccc5cccc6ccc3c4c56)[C@H]2[C@@H]2CCCC12,False,True
CCOc1c(F)c(F)c(C2=C(C)C(=O)n3c2cc2c(C)c(S(=O)(=O)[O-])c(C)n2c3=O)c(F)c1F.[Na+],O=C1C=C(c2ccccc2)c2cc3cccn3c(=O)n21,O=C1C=C(c2ccccc2)c2cc3cccn3c(=O)n21,True,False
CC(C)C(=O)[O-],,acyclic_5304,False,True
CC(=O)[O-],,acyclic_5305,True,False
O=C([O-])c1ccccc1,c1ccccc1,c1ccccc1,False,True
C[Si](C)(C)C#Cc1ccc(C#Cc2ccc(C#Cc3ccc4c(c3)C(=O)c3cc(C#Cc5ccc(C#Cc6ccc(C#C[Si](C)(C)C)cc6)cc5)ccc3-4)cc2)cc1,O=C1c2cc(C#Cc3ccc(C#Cc4ccccc4)cc3)ccc2-c2ccc(C#Cc3ccc(C#Cc4ccccc4)cc3)cc21,O=C1c2cc(C#Cc3ccc(C#Cc4ccccc4)cc3)ccc2-c2ccc(C#Cc3ccc(C#Cc4ccccc4)cc3)cc21,False,True
CC1c2cc(-c3ccc(-c4ccc5c(c4)C(C)(C)c4cc(-n6c7ccccc7c7ccccc76)ccc4-5)s3)ccc2-c2ccc(-n3c4ccccc4c4ccccc43)cc21,c1ccc2c(c1)c1ccccc1n2-c1ccc2c(c1)Cc1cc(-c3ccc(-c4ccc5c(c4)Cc4cc(-n6c7ccccc7c7ccccc76)ccc4-5)s3)ccc1-2,c1ccc2c(c1)c1ccccc1n2-c1ccc2c(c1)Cc1cc(-c3ccc(-c4ccc5c(c4)Cc4cc(-n6c7ccccc7c7ccccc76)ccc4-5)s3)ccc1-2,True,False
CC1c2cc(-c3ccc(-c4ccc(-c5ccc6c(c5)C(C)(C)c5cc(-n7c8ccccc8c8ccccc87)ccc5-6)s4)s3)ccc2-c2ccc(-n3c4ccccc4c4ccccc43)cc21,c1ccc2c(c1)c1ccccc1n2-c1ccc2c(c1)Cc1cc(-c3ccc(-c4ccc(-c5ccc6c(c5)Cc5cc(-n7c8ccccc8c8ccccc87)ccc5-6)s4)s3)ccc1-2,c1ccc2c(c1)c1ccccc1n2-c1ccc2c(c1)Cc1cc(-c3ccc(-c4ccc(-c5ccc6c(c5)Cc5cc(-n7c8ccccc8c8ccccc87)ccc5-6)s4)s3)ccc1-2,True,False
CC1c2cc(-c3ccc(-c4ccc(-c5ccc(-c6ccc7c(c6)C(C)(C)c6cc(-n8c9ccccc9c9ccccc98)ccc6-7)s5)s4)s3)ccc2-c2ccc(-n3c4ccccc4c4ccccc43)cc21,c1ccc2c(c1)c1ccccc1n2-c1ccc2c(c1)Cc1cc(-c3ccc(-c4ccc(-c5ccc(-c6ccc7c(c6)Cc6cc(-n8c9ccccc9c9ccccc98)ccc6-7)s5)s4)s3)ccc1-2,c1ccc2c(c1)c1ccccc1n2-c1ccc2c(c1)Cc1cc(-c3ccc(-c4ccc(-c5ccc(-c6ccc7c(c6)Cc6cc(-n8c9ccccc9c9ccccc98)ccc6-7)s5)s4)s3)ccc1-2,False,True
C[n+]1cccc(CCC(=O)OCCCC2=CNc3ccccc3N=CC(CCCOC(=O)CCc3ccc[n+](C)c3)=CNc3ccccc3N=C2)c1.O.O.[Br-].[Br-],O=C(CCc1ccc[nH+]c1)OCCCC1=CNc2ccccc2N=CC(CCCOC(=O)CCc2ccc[nH+]c2)=CNc2ccccc2N=C1,O=C(CCc1ccc[nH+]c1)OCCCC1=CNc2ccccc2N=CC(CCCOC(=O)CCc2ccc[nH+]c2)=CNc2ccccc2N=C1,True,False
C1=Nc2ccccc2NC=C(CCC[n+]2ccccc2)C=Nc2ccccc2NC=C1CCC[n+]1ccccc1.O.O.O.[Br-].[Br-],C1=Nc2ccccc2NC=C(CCC[n+]2ccccc2)C=Nc2ccccc2NC=C1CCC[n+]1ccccc1,C1=Nc2ccccc2NC=C(CCC[n+]2ccccc2)C=Nc2ccccc2NC=C1CCC[n+]1ccccc1,False,True
